price,year,make,model,bodytype,transmission,odometer,drivetrain,age,annual_km
32990,2018,Chrysler,Pacifica,Minivan,Automatic,38795,other,5,7759
49999,2019,Ford,F-150,Truck,Automatic,82971,4x4,4,20742
46980,2019,Ford,Edge,SUV,Automatic,45977,awd,4,11494
52990,2020,Dodge,Durango,SUV,Automatic,30254,awd,3,10084
48490,2017,Infiniti,Qx80,SUV,Automatic,93000,4x4,6,15500
69990,2019,Ford,F-150,Truck,Automatic,35903,4x4,4,8975
91990,2020,Ford,F-350,Truck,Automatic,55446,4x4,3,18482
49888,2021,Ram,1500,Truck,Automatic,478,4x4,2,239
32995,2018,Dodge,Durango,SUV,Automatic,158861,awd,5,31772
28888,2018,Buick,Encore,SUV,Automatic,56564,awd,5,11312
87495,2021,Ram,3500,Truck,Automatic,12456,4x4,2,6228
24975,2016,Volkswagen,Golf,Wagon,Automatic,61002,fwd,7,8714
46975,2021,Volkswagen,Tiguan,SUV,Automatic,9939,awd,2,4969
53999,2020,Jeep,Gladiator,Truck,Automatic,62132,4x4,3,20710
49975,2019,Toyota,Highlander,SUV,Automatic,57408,awd,4,14352
12590,2013,Chrysler,200,Sedan,Automatic,75255,fwd,10,7525
48999,2022,Toyota,Rav4,SUV,Automatic,895,awd,1,895
53990,2019,Volkswagen,Atlas,SUV,Automatic,38315,awd,4,9578
35999,2016,Land,Rover,SUV,Automatic,118703,4x4,7,16957
26990,2016,Jeep,Cherokee,SUV,Automatic,96426,4x4,7,13775
38601,2018,Mercedes-benz,Gla,SUV,Automatic,62543,awd,5,12508
33999,2017,Hyundai,Santa,SUV,Automatic,104713,awd,6,17452
26999,2019,Volkswagen,Golf,Sedan,Automatic,48245,fwd,4,12061
24995,2015,Jeep,Cherokee,SUV,Automatic,116120,4x4,8,14515
40799,2018,Volkswagen,Golf,Hatchback,Manual,90400,awd,5,18080
80995,2020,Jeep,Grand,SUV,Automatic,35690,4x4,3,11896
27995,2018,Subaru,Forester,SUV,Automatic,95545,awd,5,19109
27888,2018,Dodge,Journey,SUV,Automatic,117802,4x4,5,23560
33889,2020,Hyundai,Sonata,Sedan,Automatic,70686,fwd,3,23562
44775,2020,Jeep,Cherokee,SUV,Automatic,38847,4x4,3,12949
56888,2016,Gmc,Yukon,SUV,Automatic,97267,awd,7,13895
29489,2016,Mini,Cooper,Hatchback,Automatic,11292,fwd,7,1613
29199,2019,Buick,Encore,SUV,Automatic,64173,4x4,4,16043
23599,2016,Kia,Sorento,SUV,Automatic,132489,4x4,7,18927
39990,2020,Ford,Edge,SUV,Automatic,27878,awd,3,9292
102990,2020,Ford,Super,Truck,Automatic,41361,4x4,3,13787
23990,2018,Dodge,Journey,SUV,Automatic,131111,awd,5,26222
36999,2017,Gmc,Sierra,Truck,Automatic,137887,4x4,6,22981
53999,2020,Jeep,Gladiator,Truck,Automatic,62132,4x4,3,20710
49975,2019,Toyota,Highlander,SUV,Automatic,57408,awd,4,14352
12590,2013,Chrysler,200,Sedan,Automatic,75255,fwd,10,7525
48999,2022,Toyota,Rav4,SUV,Automatic,895,awd,1,895
53990,2019,Volkswagen,Atlas,SUV,Automatic,38315,awd,4,9578
26990,2016,Jeep,Cherokee,SUV,Automatic,96426,4x4,7,13775
38601,2018,Mercedes-benz,Gla,SUV,Automatic,62543,awd,5,12508
33999,2017,Hyundai,Santa,SUV,Automatic,104713,awd,6,17452
26999,2019,Volkswagen,Golf,Sedan,Automatic,48245,fwd,4,12061
24995,2015,Jeep,Cherokee,SUV,Automatic,116120,4x4,8,14515
40799,2018,Volkswagen,Golf,Hatchback,Manual,90400,awd,5,18080
80995,2020,Jeep,Grand,SUV,Automatic,35690,4x4,3,11896
27995,2018,Subaru,Forester,SUV,Automatic,95545,awd,5,19109
27888,2018,Dodge,Journey,SUV,Automatic,117802,4x4,5,23560
33889,2020,Hyundai,Sonata,Sedan,Automatic,70686,fwd,3,23562
44775,2020,Jeep,Cherokee,SUV,Automatic,38847,4x4,3,12949
56888,2016,Gmc,Yukon,SUV,Automatic,97267,awd,7,13895
29489,2016,Mini,Cooper,Hatchback,Automatic,11292,fwd,7,1613
29199,2019,Buick,Encore,SUV,Automatic,64173,4x4,4,16043
23599,2016,Kia,Sorento,SUV,Automatic,132489,4x4,7,18927
31888,2021,Hyundai,Santa,SUV,Automatic,104154,other,2,52077
55888,2020,Lexus,Rx,SUV,Automatic,34132,awd,3,11377
25600,2015,Mercedes-benz,Cla-class,Sedan,Automatic,54594,fwd,8,6824
55888,2019,Lexus,Rx,SUV,Automatic,21672,awd,4,5418
30489,2016,Bmw,4,Coupe,Automatic,62959,awd,7,8994
35989,2020,Kia,Sedona,SUV,Automatic,50166,fwd,3,16722
26899,2012,Ram,3500,Truck,Automatic,373740,4x4,11,33976
76880,2021,Gmc,Sierra,Truck,Automatic,12025,4x4,2,6012
19899,2017,Nissan,Sentra,Sedan,Automatic,91312,fwd,6,15218
21999,2014,Nissan,Rogue,SUV,Automatic,63954,awd,9,7106
24900,2019,Toyota,C-hr,SUV,Automatic,75824,fwd,4,18956
14990,2016,Jeep,Patriot,SUV,Automatic,176526,awd,7,25218
33296,2019,Nissan,Murano,SUV,Automatic,65787,awd,4,16446
19995,2012,Mercedes-benz,E-class,Sedan,Automatic,181800,awd,11,16527
38489,2018,Acura,Tlx,Sedan,Automatic,47365,awd,5,9473
31900,2018,Buick,Encore,SUV,Automatic,23441,awd,5,4688
25489,2015,Bmw,3,Sedan,Automatic,82792,awd,8,10349
50888,2019,Toyota,Tacoma,Truck,Automatic,47535,4x4,4,11883
26595,2021,Kia,Forte,Sedan,Automatic,38068,fwd,2,19034
24590,2014,Ram,1500,Truck,Automatic,154359,4x4,9,17151
26200,2016,Mercedes-benz,Cla-class,Sedan,Automatic,95500,other,7,13642
26888,2019,Jeep,Compass,SUV,Automatic,130045,4x4,4,32511
88990,2021,Ford,F-350,Truck,Automatic,31950,4x4,2,15975
22101,2012,Ford,F-150,Truck,Automatic,222948,4x4,11,20268
15990,2014,Mitsubishi,Outlander,SUV,Automatic,114734,4x4,9,12748
30489,2017,Subaru,Forester,SUV,Automatic,71095,awd,6,11849
41900,2018,Gmc,Sierra,Truck,Automatic,88531,4x4,5,17706
52489,2018,Mercedes-benz,C-class,Sedan,Automatic,36404,awd,5,7280
54888,2019,Lexus,Rx,SUV,Automatic,25625,awd,4,6406
21888,2014,Bmw,3,Other,Automatic,104022,awd,9,11558
39888,2017,Nissan,Titan,Truck,Automatic,136258,4x4,6,22709
62998,2021,Ram,1500,Truck,Automatic,43232,other,2,21616
45888,2017,Toyota,Sienna,Minivan,Automatic,42634,fwd,6,7105
29489,2016,Bmw,4,Coupe,Automatic,91057,awd,7,13008
49995,2020,Chrysler,Pacifica,Minivan,Automatic,25285,fwd,3,8428
19683,2015,Toyota,Camry,Sedan,Automatic,114255,fwd,8,14281
37998,2015,Toyota,Tacoma,Truck,Automatic,127875,4x4,8,15984
33689,2018,Subaru,Outback,SUV,Automatic,36923,awd,5,7384
36990,2017,Jeep,Grand,SUV,Automatic,12626,4x4,6,2104
36990,2020,Chevrolet,Equinox,SUV,Automatic,15556,awd,3,5185
18990,2017,Chevrolet,Malibu,Sedan,Automatic,123686,fwd,6,20614
28590,2014,Jeep,Grand,SUV,Automatic,164411,awd,9,18267
30089,2017,Bmw,3,Sedan,Automatic,51728,awd,6,8621
27489,2018,Chevrolet,Equinox,SUV,Automatic,101544,awd,5,20308
32888,2018,Bmw,X1,SUV,Automatic,64176,awd,5,12835
23950,2017,Nissan,Rogue,SUV,Automatic,108095,awd,6,18015
55929,2019,Gmc,Sierra,Truck,Automatic,56124,4x4,4,14031
20998,2015,Volkswagen,Golf,Hatchback,Automatic,105855,other,8,13231
42995,2018,Dodge,Durango,SUV,Automatic,129251,awd,5,25850
32480,2020,Jeep,Compass,SUV,Automatic,32732,4x4,3,10910
27590,2015,Chevrolet,Silverado,Truck,Automatic,98090,4x4,8,12261
59601,2020,Toyota,Highlander,SUV,Automatic,24539,awd,3,8179
66888,2021,Lexus,Rx,SUV,Automatic,6119,awd,2,3059
27489,2017,Chevrolet,Equinox,SUV,Automatic,48232,awd,6,8038
60865,2018,Toyota,Tundra,Truck,Automatic,62954,4x4,5,12590
61990,2021,Ford,F-150,Truck,Automatic,22915,4x4,2,11457
49601,2019,Honda,Pilot,SUV,Automatic,65007,awd,4,16251
23990,2015,Acura,Tlx,Sedan,Automatic,100548,fwd,8,12568
31589,2018,Toyota,Rav4,SUV,Automatic,52872,awd,5,10574
25998,2016,Toyota,Avalon,Sedan,Automatic,113659,fwd,7,16237
15590,2017,Nissan,Sentra,Sedan,Automatic,130604,fwd,6,21767
55300,2017,Lexus,Gx,SUV,Automatic,91682,4x4,6,15280
27489,2016,Volkswagen,Tiguan,SUV,Automatic,30792,awd,7,4398
101601,2018,Lexus,Lx,SUV,Automatic,67785,4x4,5,13557
137800,2021,Chevrolet,Corvette,Coupe,Automatic,3012,rwd,2,1506
25990,2016,Jeep,Cherokee,SUV,Automatic,122749,awd,7,17535
27989,2016,Acura,Tlx,Sedan,Automatic,55469,awd,7,7924
32888,2021,Nissan,Qashqai,SUV,Automatic,6349,awd,2,3174
51601,2016,Lexus,Gx,SUV,Automatic,127615,4x4,7,18230
60596,2019,Ford,Expedition,SUV,Automatic,70198,4x4,4,17549
69888,2014,Chevrolet,Corvette,Coupe,Manual,35406,rwd,9,3934
75601,2016,Cadillac,Escalade,SUV,Automatic,72014,4x4,7,10287
60590,2020,Dodge,Durango,SUV,Automatic,24652,awd,3,8217
28990,2019,Ford,Escape,SUV,Automatic,41471,4x4,4,10367
23999,2013,Toyota,Tacoma,Truck,Automatic,169998,4x4,10,16999
30990,2018,Mercedes-benz,Gla,SUV,Automatic,108000,awd,5,21600
24888,2016,Nissan,Rogue,SUV,Automatic,116265,awd,7,16609
26288,2017,Toyota,Corolla,Sedan,Manual,79815,fwd,6,13302
29489,2019,Nissan,Altima,Sedan,Automatic,19316,awd,4,4829
74990,2021,Ford,F-150,Truck,Automatic,7878,4x4,2,3939
43999,2019,Jeep,Wrangler,SUV,Automatic,63684,4x4,4,15921
60990,2020,Ford,Explorer,SUV,Automatic,33638,4x4,3,11212
25990,2017,Toyota,Camry,Sedan,Automatic,60847,fwd,6,10141
31589,2018,Toyota,Rav4,SUV,Automatic,52872,awd,5,10574
25998,2016,Toyota,Avalon,Sedan,Automatic,113659,fwd,7,16237
15590,2017,Nissan,Sentra,Sedan,Automatic,130604,fwd,6,21767
27489,2016,Volkswagen,Tiguan,SUV,Automatic,30792,awd,7,4398
101601,2018,Lexus,Lx,SUV,Automatic,67785,4x4,5,13557
137800,2021,Chevrolet,Corvette,Coupe,Automatic,3012,rwd,2,1506
25990,2016,Jeep,Cherokee,SUV,Automatic,122749,awd,7,17535
27989,2016,Acura,Tlx,Sedan,Automatic,55469,awd,7,7924
32888,2021,Nissan,Qashqai,SUV,Automatic,6349,awd,2,3174
51601,2016,Lexus,Gx,SUV,Automatic,127615,4x4,7,18230
60596,2019,Ford,Expedition,SUV,Automatic,70198,4x4,4,17549
69888,2014,Chevrolet,Corvette,Coupe,Manual,35406,rwd,9,3934
75601,2016,Cadillac,Escalade,SUV,Automatic,72014,4x4,7,10287
60590,2020,Dodge,Durango,SUV,Automatic,24652,awd,3,8217
28990,2019,Ford,Escape,SUV,Automatic,41471,4x4,4,10367
23999,2013,Toyota,Tacoma,Truck,Automatic,169998,4x4,10,16999
30990,2018,Mercedes-benz,Gla,SUV,Automatic,108000,awd,5,21600
24888,2016,Nissan,Rogue,SUV,Automatic,116265,awd,7,16609
26288,2017,Toyota,Corolla,Sedan,Manual,79815,fwd,6,13302
29489,2019,Nissan,Altima,Sedan,Automatic,19316,awd,4,4829
32089,2015,Chevrolet,Colorado,Truck,Automatic,81438,4x4,8,10179
24990,2016,Ford,Taurus,Sedan,Automatic,79501,awd,7,11357
33888,2018,Toyota,Rav4,SUV,Automatic,13990,awd,5,2798
23989,2019,Toyota,Yaris,Hatchback,Automatic,49685,fwd,4,12421
70998,2014,Chevrolet,Corvette,Convertible,Automatic,2455,rwd,9,272
11888,2007,Ford,F-250,Truck,Manual,226122,4x4,16,14132
26490,2014,Lexus,Is,Sedan,Automatic,103340,awd,9,11482
39988,2016,Bmw,X5,SUV,Automatic,68052,awd,7,9721
48998,2017,Toyota,Sienna,Minivan,Automatic,116354,awd,6,19392
42388,2018,Toyota,Highlander,SUV,Automatic,58776,awd,5,11755
28995,2017,Jeep,Compass,SUV,Manual,70922,4x4,6,11820
14588,2013,Hyundai,Santa,SUV,Automatic,155974,awd,10,15597
44990,2019,Ford,Mustang,Coupe,Automatic,34865,rwd,4,8716
16990,2015,Toyota,Corolla,Sedan,Automatic,97209,fwd,8,12151
24295,2018,Ford,Explorer,SUV,Automatic,152150,fwd,5,30430
27888,2015,Jeep,Cherokee,SUV,Automatic,81054,4x4,8,10131
38588,2020,Chevrolet,Equinox,SUV,Automatic,45107,awd,3,15035
32490,2019,Nissan,Rogue,SUV,Automatic,63061,awd,4,15765
53550,2019,Ram,1500,Truck,Automatic,31055,4x4,4,7763
14495,2014,Jeep,Compass,SUV,Manual,135168,4x4,9,15018
21888,2017,Dodge,Grand,Minivan,Automatic,130083,fwd,6,21680
34995,2018,Jeep,Cherokee,SUV,Automatic,69237,4x4,5,13847
30990,2016,Ford,F-150,Truck,Automatic,177623,4x4,7,25374
24288,2018,Mini,3,Hatchback,Manual,57132,fwd,5,11426
30490,2020,Chevrolet,Malibu,Sedan,Automatic,20753,fwd,3,6917
9990,2010,Dodge,Journey,SUV,Automatic,130006,fwd,13,10000
139890,2020,Chevrolet,Corvette,Convertible,Automatic,1250,rwd,3,416
29990,2018,Mitsubishi,Rvr,SUV,Automatic,31153,awd,5,6230
33489,2018,Bmw,X1,SUV,Automatic,58182,awd,5,11636
63998,2020,Toyota,Tundra,Truck,Automatic,73780,4x4,3,24593
27888,2014,Mercedes-benz,M-class,SUV,Automatic,155025,awd,9,17225
32688,2016,Nissan,Frontier,Truck,Automatic,86764,4x4,7,12394
20888,2016,Nissan,Sentra,Sedan,Automatic,54708,fwd,7,7815
20990,2014,Ford,Explorer,SUV,Automatic,168916,4x4,9,18768
19990,2015,Ford,Escape,SUV,Automatic,93886,4x4,8,11735
34888,2018,Nissan,Maxima,Sedan,Automatic,90654,fwd,5,18130
29980,2014,Bmw,4,Coupe,Automatic,62120,awd,9,6902
35590,2018,Bmw,X1,SUV,Automatic,45598,awd,5,9119
25989,2019,Volkswagen,Jetta,Sedan,Manual,10166,fwd,4,2541
16888,2014,Dodge,Journey,SUV,Automatic,174788,awd,9,19420
41590,2021,Toyota,Rav4,SUV,Automatic,19366,awd,2,9683
36488,2018,Chevrolet,Silverado,Truck,Automatic,141069,4x4,5,28213
27489,2015,Ram,1500,Truck,Automatic,69245,4x4,8,8655
40988,2011,Chevrolet,Corvette,Sedan,Automatic,75699,rwd,12,6308
43990,2020,Ford,Explorer,SUV,Automatic,114606,4x4,3,38202
45950,2020,Toyota,Tacoma,Truck,Automatic,80690,4x4,3,26896
18489,2017,Mazda,Mazda3,Hatchback,Automatic,127375,fwd,6,21229
27489,2015,Ram,1500,Truck,Automatic,69245,4x4,8,8655
22998,2011,Toyota,Sienna,Minivan,Automatic,153723,fwd,12,12810
49888,2016,Ford,F-150,Truck,Automatic,63000,4x4,7,9000
38998,2020,Toyota,Rav4,SUV,Automatic,63520,other,3,21173
31888,2010,Chevrolet,Camaro,Sedan,Automatic,32274,rwd,13,2482
31998,2018,Toyota,Rav4,SUV,Automatic,111024,awd,5,22204
22888,2012,Mercedes-benz,M-class,SUV,Automatic,119737,awd,11,10885
47990,2020,Ford,F-150,Truck,Automatic,97611,4x4,3,32537
18990,2014,Toyota,Camry,Sedan,Automatic,158539,fwd,9,17615
40777,2017,Toyota,Rav4,SUV,Automatic,77985,awd,6,12997
26888,2017,Hyundai,Santa,SUV,Automatic,160239,awd,6,26706
52990,2020,Dodge,Durango,SUV,Automatic,30254,awd,3,10084
53590,2019,Volkswagen,Atlas,SUV,Automatic,61163,awd,4,15290
39980,2016,Mercedes-benz,E-class,Sedan,Automatic,110000,awd,7,15714
52888,2019,Chevrolet,Silverado,Truck,Automatic,30295,4x4,4,7573
31990,2017,Toyota,Rav4,SUV,Automatic,75573,awd,6,12595
37489,2019,Ford,Edge,SUV,Automatic,50132,awd,4,12533
23993,2010,Dodge,Ram,Truck,Automatic,150341,4x4,13,11564
48990,2021,Gmc,Canyon,Truck,Automatic,7127,4x4,2,3563
67990,2021,Ford,F-150,Truck,Automatic,20370,4x4,2,10185
22000,2006,Dodge,Ram,Truck,Automatic,199539,other,17,11737
51888,2018,Toyota,Tundra,Truck,Automatic,98500,4x4,5,19700
38888,2021,Chevrolet,Colorado,Truck,Automatic,25111,4x4,2,12555
14888,2011,Gmc,Sierra,Truck,Automatic,239704,4x4,12,19975
20990,2016,Ford,Escape,SUV,Automatic,164047,4x4,7,23435
23490,2017,Volkswagen,Golf,Hatchback,Automatic,105115,fwd,6,17519
40990,2019,Ford,Edge,SUV,Automatic,37285,awd,4,9321
46558,2018,Dodge,Durango,SUV,Automatic,52966,awd,5,10593
65490,2021,Ford,Explorer,SUV,Automatic,25726,4x4,2,12863
34888,2018,Subaru,Outback,SUV,Automatic,71302,awd,5,14260
38990,2019,Ford,Edge,SUV,Automatic,42057,4x4,4,10514
41455,2017,Toyota,Highlander,SUV,Automatic,82741,awd,6,13790
32490,2017,Ford,F-150,Truck,Automatic,134535,4x4,6,22422
62887,2016,Ram,2500,Truck,Automatic,165756,4x4,7,23679
8990,2011,Chevrolet,Traverse,SUV,Automatic,193957,awd,12,16163
38888,2018,Ram,1500,Truck,Automatic,91479,4x4,5,18295
2200,2007,Honda,Odyssey,Minivan,Automatic,370115,other,16,23132
32887,2018,Toyota,Rav4,SUV,Automatic,63327,awd,5,12665
49990,2019,Jeep,Wrangler,SUV,Manual,48759,other,4,12189
62990,2019,Chevrolet,Silverado,Truck,Automatic,31661,4x4,4,7915
36990,2018,Nissan,Titan,Truck,Automatic,69753,4x4,5,13950
22990,2017,Ford,Fusion,Sedan,Automatic,85900,fwd,6,14316
25990,2014,Acura,Rdx,SUV,Automatic,97066,awd,9,10785
28489,2017,Toyota,Camry,Sedan,Automatic,28855,fwd,6,4809
29990,2019,Hyundai,Kona,SUV,Automatic,66500,awd,4,16625
41998,2019,Ram,1500,Truck,Automatic,47639,4x4,4,11909
13700,2014,Mazda,3,Sedan,Automatic,136736,fwd,9,15192
26888,2018,Nissan,Altima,Sedan,Automatic,142279,fwd,5,28455
98686,2020,Ram,3500,Truck,Automatic,47340,4x4,3,15780
36990,2019,Jeep,Grand,SUV,Automatic,110275,4x4,4,27568
24888,2015,Chevrolet,Camaro,Sedan,Manual,67055,rwd,8,8381
26489,2014,Lexus,Is,Sedan,Automatic,125628,awd,9,13958
20975,2017,Kia,Sportage,SUV,Automatic,141121,awd,6,23520
46990,2019,Audi,Q5,SUV,Automatic,60890,awd,4,15222
30888,2016,Ford,Explorer,SUV,Automatic,102700,4x4,7,14671
34980,2017,Ram,1500,Truck,Automatic,115592,4x4,6,19265
24590,2017,Ford,Escape,SUV,Automatic,156902,awd,6,26150
17400,2018,Nissan,Altima,Sedan,Automatic,74086,fwd,5,14817
18995,2014,Jeep,Cherokee,SUV,Automatic,178521,4x4,9,19835
36990,2017,Ram,1500,Truck,Automatic,110032,4x4,6,18338
37456,2019,Dodge,Grand,Minivan,Automatic,25206,fwd,4,6301
54990,2019,Ford,Mustang,Coupe,Manual,27094,rwd,4,6773
138888,2022,Ford,Super,Truck,Automatic,500,4x4,1,500
18995,2014,Jeep,Cherokee,SUV,Automatic,178521,4x4,9,19835
33499,2015,Gmc,Sierra,Other,Automatic,98610,4x4,8,12326
22988,2015,Gmc,Terrain,SUV,Automatic,121124,awd,8,15140
23590,2014,Jeep,Grand,SUV,Automatic,155263,4x4,9,17251
47888,2017,Jeep,Grand,SUV,Automatic,69150,4x4,6,11525
94990,2022,Ram,3500,Truck,Automatic,600,other,1,600
36489,2019,Nissan,Pathfinder,SUV,Automatic,57453,4x4,4,14363
27888,2015,Jeep,Cherokee,SUV,Automatic,133654,4x4,8,16706
33107,2017,Toyota,Rav4,SUV,Automatic,39560,awd,6,6593
61990,2019,Mercedes-benz,Gle-class,SUV,Automatic,34450,4x4,4,8612
20489,2017,Volkswagen,Jetta,Sedan,Automatic,70359,fwd,6,11726
43089,2019,Acura,Rdx,SUV,Automatic,102564,awd,4,25641
30988,2019,Mitsubishi,Rvr,SUV,Automatic,68806,awd,4,17201
41590,2021,Mazda,Cx-5,SUV,Automatic,4773,awd,2,2386
16000,2017,Mazda,Mazda3,Sedan,Automatic,125040,other,6,20840
13888,2012,Kia,Sorento,SUV,Automatic,176800,awd,11,16072
41990,2018,Toyota,Sienna,Minivan,Automatic,77500,awd,5,15500
24888,2015,Toyota,Rav4,SUV,Automatic,133575,awd,8,16696
14990,2009,Ford,F-350,Truck,Automatic,463500,4x4,14,33107
24988,2019,Kia,Soul,SUV,Automatic,77362,fwd,4,19340
24989,2018,Mazda,Mazda3,Sedan,Automatic,49688,fwd,5,9937
33999,2018,Buick,Encore,SUV,Automatic,33886,awd,5,6777
28490,2018,Ford,Escape,SUV,Automatic,51066,4x4,5,10213
40990,2017,Ford,F-150,Truck,Automatic,66140,4x4,6,11023
26500,2016,Ram,1500,Truck,Automatic,136109,4x4,7,19444
27888,2015,Jeep,Cherokee,SUV,Automatic,133654,4x4,8,16706
33107,2017,Toyota,Rav4,SUV,Automatic,39560,awd,6,6593
61990,2019,Mercedes-benz,Gle-class,SUV,Automatic,34450,4x4,4,8612
43089,2019,Acura,Rdx,SUV,Automatic,102564,awd,4,25641
30988,2019,Mitsubishi,Rvr,SUV,Automatic,68806,awd,4,17201
41590,2021,Mazda,Cx-5,SUV,Automatic,4773,awd,2,2386
16000,2017,Mazda,Mazda3,Sedan,Automatic,125040,other,6,20840
13888,2012,Kia,Sorento,SUV,Automatic,176800,awd,11,16072
41990,2018,Toyota,Sienna,Minivan,Automatic,77500,awd,5,15500
24888,2015,Toyota,Rav4,SUV,Automatic,133575,awd,8,16696
14990,2009,Ford,F-350,Truck,Automatic,463500,4x4,14,33107
24988,2019,Kia,Soul,SUV,Automatic,77362,fwd,4,19340
22988,2017,Ford,Escape,SUV,Automatic,145710,fwd,6,24285
41880,2019,Gmc,Terrain,SUV,Automatic,50970,awd,4,12742
44999,2020,Dodge,Challenger,Sedan,Automatic,29758,awd,3,9919
41990,2019,Toyota,Rav4,SUV,Automatic,23088,other,4,5772
42880,2019,Gmc,Terrain,SUV,Automatic,45819,awd,4,11454
37500,2012,Bmw,3,Coupe,Automatic,126616,other,11,11510
29995,2016,Jeep,Cherokee,SUV,Automatic,88440,4x4,7,12634
43979,2020,Jeep,Grand,SUV,Automatic,59982,4x4,3,19994
13888,2014,Chevrolet,Trax,SUV,Automatic,84000,fwd,9,9333
59900,2019,Land,Rover,SUV,Automatic,14150,other,4,3537
41990,2021,Hyundai,Santa,SUV,Automatic,12500,awd,2,6250
39990,2017,Honda,Ridgeline,Truck,Automatic,66500,awd,6,11083
41990,2018,Acura,Mdx,SUV,Automatic,55500,awd,5,11100
56995,2020,Dodge,Durango,SUV,Automatic,50168,awd,3,16722
57795,2020,Toyota,4runner,SUV,Automatic,65547,4x4,3,21849
33704,2020,Chevrolet,Equinox,SUV,Automatic,39243,awd,3,13081
37990,2017,Chrysler,Pacifica,Minivan,Automatic,62959,other,6,10493
57950,2020,Ford,Explorer,SUV,Automatic,36257,4x4,3,12085
43222,2019,Ram,1500,Truck,Automatic,56737,4x4,4,14184
15566,2013,Ford,Escape,SUV,Automatic,146929,4x4,10,14692
19888,2011,Ford,F-150,Truck,Automatic,163178,4x4,12,13598
33990,2018,Ford,Escape,SUV,Automatic,40088,4x4,5,8017
20995,2013,Cadillac,Escalade,SUV,Automatic,258931,awd,10,25893
56985,2021,Jeep,Wrangler,SUV,Automatic,9845,4x4,2,4922
38980,2017,Chrysler,Pacifica,Minivan,Automatic,119418,fwd,6,19903
37089,2019,Nissan,Pathfinder,SUV,Automatic,57912,4x4,4,14478
61900,2021,Volvo,Xc60,SUV,Automatic,14000,other,2,7000
36440,2017,Honda,Cr-v,SUV,Automatic,51126,awd,6,8521
59900,2022,Volvo,Xc60,SUV,Automatic,3280,other,1,3280
23000,2017,Ram,1500,Truck,Automatic,151632,other,6,25272
23995,2017,Ford,Fusion,Sedan,Automatic,56140,awd,6,9356
51600,2019,Volvo,Xc60,SUV,Automatic,53000,other,4,13250
33686,2019,Dodge,Grand,Minivan,Automatic,100799,fwd,4,25199
52406,2019,Toyota,4runner,SUV,Automatic,51380,4x4,4,12845
39998,2019,Infiniti,Qx60,SUV,Automatic,90591,awd,4,22647
28988,2018,Honda,Civic,Sedan,Automatic,68916,fwd,5,13783
30590,2018,Dodge,Journey,SUV,Automatic,60114,awd,5,12022
30555,2016,Ram,1500,Truck,Automatic,187126,4x4,7,26732
33990,2017,Infiniti,Qx60,Other,Automatic,82463,other,6,13743
138888,2022,Ford,Super,Truck,Automatic,500,4x4,1,500
11995,2014,Jeep,Compass,SUV,Manual,163500,4x4,9,18166
23999,2017,Buick,Encore,SUV,Automatic,41959,fwd,6,6993
33916,2019,Dodge,Grand,Minivan,Automatic,95487,fwd,4,23871
37999,2015,Chevrolet,Silverado,Other,Automatic,92380,4x4,8,11547
43550,2018,Jeep,Wrangler,SUV,Automatic,71663,4x4,5,14332
35999,2019,Ford,F-150,Truck,Automatic,88290,4x4,4,22072
18495,2010,Chevrolet,Silverado,Truck,Automatic,197165,4x4,13,15166
34994,2017,Jeep,Cherokee,SUV,Automatic,45870,4x4,6,7645
31980,2020,Kia,Sportage,SUV,Automatic,62778,awd,3,20926
37550,2016,Ram,1500,Truck,Automatic,132913,4x4,7,18987
28888,2020,Hyundai,Elantra,Sedan,Automatic,59654,fwd,3,19884
11995,2009,Bmw,5,Sedan,Automatic,101207,awd,14,7229
27089,2017,Ford,Fusion,Sedan,Automatic,47055,awd,6,7842
68977,2017,Ram,3500,Truck,Automatic,143473,4x4,6,23912
36995,2011,Gmc,Sierra,Other,Automatic,192179,4x4,12,16014
7000,2010,Chrysler,300,Sedan,Automatic,134677,rwd,13,10359
33999,2017,Dodge,Journey,SUV,Automatic,52157,awd,6,8692
37136,2016,Honda,Pilot,SUV,Automatic,127700,awd,7,18242
34990,2019,Chevrolet,Colorado,Truck,Automatic,116800,4x4,4,29200
59550,2019,Ram,1500,Truck,Automatic,97092,4x4,4,24273
52758,2019,Dodge,Durango,SUV,Automatic,66847,awd,4,16711
3500,2009,Nissan,Murano,SUV,Automatic,214902,other,14,15350
35278,2017,Dodge,Durango,SUV,Automatic,93565,awd,6,15594
189990,2018,Dodge,Challenger,Coupe,Automatic,141,rwd,5,28
40452,2019,Jeep,Cherokee,SUV,Automatic,95834,4x4,4,23958
31980,2020,Kia,Sportage,SUV,Automatic,62778,awd,3,20926
28888,2020,Hyundai,Elantra,Sedan,Automatic,59654,fwd,3,19884
11995,2009,Bmw,5,Sedan,Automatic,101207,awd,14,7229
27089,2017,Ford,Fusion,Sedan,Automatic,47055,awd,6,7842
68977,2017,Ram,3500,Truck,Automatic,143473,4x4,6,23912
36995,2011,Gmc,Sierra,Other,Automatic,192179,4x4,12,16014
7000,2010,Chrysler,300,Sedan,Automatic,134677,rwd,13,10359
33999,2017,Dodge,Journey,SUV,Automatic,52157,awd,6,8692
37136,2016,Honda,Pilot,SUV,Automatic,127700,awd,7,18242
34990,2019,Chevrolet,Colorado,Truck,Automatic,116800,4x4,4,29200
59550,2019,Ram,1500,Truck,Automatic,97092,4x4,4,24273
